timestamp_ms,ax,ay,az,gx,gy,gz,label,temp_c,steps,bat_mv,bat_soc,hr_bpm,spo2_pct
1779913977357,4625,12362,-9111,38,80,-96,walking,0.00,0,0,0,0,0
1779913977357,4509,12770,-9096,52,77,-81,walking,0.00,0,0,0,0,0
1779913977358,4155,13209,-9060,66,104,-89,walking,0.00,0,0,0,0,0
1779913977387,4599,13829,-8909,79,127,-115,walking,0.00,0,0,0,0,0
1779913977388,4556,14246,-8878,105,105,-112,walking,0.00,0,0,0,0,0
1779913977389,4266,14072,-8972,154,97,-106,walking,0.00,0,0,0,0,0
1779913977417,3922,13548,-9250,173,95,-106,walking,0.00,0,0,0,0,0
1779913977418,3866,12965,-9494,122,95,-142,walking,0.00,0,0,0,0,0
1779913977418,4008,12339,-9506,-14,93,-201,walking,0.00,0,0,0,0,0
1779913977450,4153,12109,-9430,-205,75,-250,walking,0.00,0,0,0,0,0
1779913977451,3736,12172,-9225,-406,70,-285,walking,0.00,0,0,0,0,0
1779913977452,3992,12630,-8939,-565,97,-339,walking,0.00,0,0,0,0,0
1779913977478,4392,13128,-8598,-668,83,-374,walking,0.00,0,0,0,0,0
1779913977479,4326,13801,-8552,-748,52,-379,walking,0.00,0,0,0,0,0
1779913977480,4219,14355,-8831,-747,50,-387,walking,0.00,0,0,0,0,0
1779913977510,4242,14689,-8621,-685,77,-399,walking,0.00,0,0,0,0,0
1779913977511,4319,14358,-8228,-657,102,-437,walking,0.00,0,0,0,0,0
1779913977513,4332,14082,-7930,-712,103,-478,walking,0.00,0,0,0,0,0
1779913977541,4056,13750,-7830,-822,93,-518,walking,0.00,0,0,0,0,0
1779913977541,3291,13494,-7538,-895,41,-552,walking,0.00,0,0,0,0,0
1779913977542,3061,14618,-7066,-940,30,-543,walking,0.00,0,0,0,0,0
1779913977567,3285,16093,-6919,-963,32,-553,walking,0.00,0,0,0,0,0
1779913977569,3185,17857,-6904,-921,11,-547,walking,0.00,0,0,0,0,0
1779913977569,2604,18996,-7427,-799,34,-542,walking,0.00,0,0,0,0,0
1779913977604,1654,18978,-7875,-549,82,-539,walking,0.00,0,0,0,0,0
1779913977605,782,17913,-7988,-268,148,-553,walking,0.00,0,0,0,0,0
1779913977606,664,16119,-8182,-78,211,-571,walking,0.00,0,0,0,0,0
1779913977627,617,14433,-8201,-75,237,-585,walking,0.00,0,0,0,0,0
1779913977628,527,13250,-8073,-229,240,-596,walking,0.00,0,0,0,0,0
1779913977629,679,12939,-7794,-435,227,-589,walking,0.00,0,0,0,0,0
1779913977660,825,13465,-7525,-580,212,-555,walking,0.00,0,0,0,0,0
1779913977661,1101,14101,-7359,-572,194,-481,walking,0.00,0,0,0,0,0
1779913977661,1248,14449,-7048,-420,186,-372,walking,0.00,0,0,0,0,0
1779913977692,1334,14562,-6718,-211,187,-267,walking,0.00,0,0,0,0,0
1779913977693,1576,14674,-6622,12,183,-197,walking,0.00,0,0,0,0,0
1779913977694,1335,14608,-6367,176,163,-170,walking,0.00,0,0,0,0,0
1779913977719,1141,14477,-6211,280,160,-141,walking,0.00,0,0,0,0,0
1779913977720,294,14041,-6339,354,144,-88,walking,0.00,0,0,0,0,0
1779913977721,-373,13840,-6471,343,155,-78,walking,0.00,0,0,0,0,0
1779913977750,-314,14006,-6497,255,185,-98,walking,0.00,0,0,0,0,0
1779913977750,1,14209,-6524,144,215,-111,walking,0.00,0,0,0,0,0
1779913977751,123,14435,-6608,67,232,-107,walking,0.00,0,0,0,0,0
1779913977779,230,14484,-6708,5,239,-100,walking,0.00,0,0,0,0,0
1779913977779,152,14216,-6641,-67,237,-90,walking,0.00,0,0,0,0,0
1779913977780,164,14008,-6598,-164,232,-90,walking,0.00,0,0,0,0,0
1779913977806,391,14138,-6605,-259,229,-107,walking,0.00,0,0,0,0,0
1779913977807,565,14288,-6525,-302,228,-136,walking,0.00,0,0,0,0,0
1779913977808,938,14349,-6530,-313,236,-172,walking,0.00,0,0,0,0,0
1779913977842,1530,14189,-6513,-281,231,-183,walking,0.00,0,0,0,0,0
1779913977843,1661,13854,-6733,-238,205,-171,walking,0.00,0,0,0,0,0
1779913977844,1771,13220,-6984,-177,177,-150,walking,0.00,0,0,0,0,0
1779913977868,1755,12929,-6993,-160,148,-123,walking,0.00,0,0,0,0,0
1779913977868,1623,12972,-7075,-171,133,-117,walking,0.00,0,0,0,0,0
1779913977869,1699,12984,-7146,-175,138,-132,walking,0.00,0,0,0,0,0
1779913977899,1926,12970,-7088,-176,141,-120,walking,0.00,0,0,0,0,0
1779913977900,1796,13124,-7027,-186,127,-93,walking,0.00,0,0,0,0,0
1779913977900,2098,13124,-6848,-175,118,-85,walking,0.00,0,0,0,0,0
1779913977937,1992,13095,-6653,-183,104,-78,walking,0.00,0,0,0,0,0
1779913977938,1785,13186,-6628,-200,96,-78,walking,0.00,0,0,0,0,0
1779913977939,1722,13284,-6711,-202,90,-91,walking,0.00,0,0,0,0,0
1779913977958,1732,13337,-6715,-205,81,-111,walking,0.00,0,0,0,0,0
1779913977959,1764,13258,-6559,-217,56,-112,walking,0.00,0,0,0,0,0
1779913977959,1914,13238,-6754,-245,16,-96,walking,0.00,0,0,0,0,0
1779913977987,1784,13225,-6864,-259,-34,-96,walking,0.00,0,0,0,0,0
1779913977991,1466,13033,-6912,-290,-61,-115,walking,0.00,0,0,0,0,0
1779913977992,1595,12995,-7062,-332,-73,-147,walking,0.00,0,0,0,0,0
1779913978017,1729,13198,-7109,-366,-101,-158,walking,0.00,0,0,0,0,0
