timestamp_ms,ax,ay,az,gx,gy,gz,label,temp_c,steps,bat_mv,bat_soc,hr_bpm,spo2_pct
1779984268217,-1,-1,-1,-240,-1,-1,resting,0.00,0,0,0,0,0
1779984268217,-1,-1,-1,-244,-1,-1,resting,0.00,0,0,0,0,0
1779984268218,-1,-1,-1,-250,-1,-1,resting,0.00,0,0,0,0,0
1779984268246,12230,1251,-10893,-4,30,7,resting,0.00,0,0,0,0,0
1779984268247,12109,1408,-10980,-20,33,9,resting,0.00,0,0,0,0,0
1779984268248,12037,1597,-11036,-15,42,15,resting,0.00,0,0,0,0,0
1779984268276,-1,-1,-1,-248,-1,-1,resting,0.00,0,0,0,0,0
1779984268277,-1,-1,-1,-227,-1,-1,resting,0.00,0,0,0,0,0
1779984268278,-1,-1,-1,-209,-1,-1,resting,0.00,0,0,0,0,0
1779984268303,-1,-1,-1,-197,-1,-1,resting,0.00,0,0,0,0,0
1779984268304,-1,-1,-1,-193,-1,-1,resting,0.00,0,0,0,0,0
1779984268305,-1,-1,-1,-196,-1,-1,resting,0.00,0,0,0,0,0
1779984268335,-1,-1,-1,-200,-1,-1,resting,0.00,0,0,0,0,0
1779984268335,-1,-1,-1,-199,-1,-1,resting,0.00,0,0,0,0,0
1779984268336,12240,1483,-10767,133,104,14,resting,0.00,0,0,0,0,0
1779984268363,12284,1421,-10574,165,114,0,resting,0.00,0,0,0,0,0
1779984268364,12374,1110,-10430,193,122,-8,resting,0.00,0,0,0,0,0
1779984268365,12401,1006,-10329,191,111,-12,resting,0.00,0,0,0,0,0
1779984268393,12432,902,-10308,175,97,-20,resting,0.00,0,0,0,0,0
1779984268394,12453,710,-10419,153,84,-27,resting,0.00,0,0,0,0,0
1779984268395,-1,-1,-1,-199,-1,-1,resting,0.00,0,0,0,0,0
1779984268427,-1,-1,-1,-225,-1,-1,resting,0.00,0,0,0,0,0
1779984268427,-1,-1,-1,-243,-1,-1,resting,0.00,0,0,0,0,0
1779984268428,-1,-1,-1,-255,-1,-1,resting,0.00,0,0,0,0,0
1779984268454,12721,901,-9738,-27,-17,-92,resting,0.00,0,0,0,0,0
1779984268454,12916,1600,-9151,-29,-57,-96,resting,0.00,0,0,0,0,0
1779984268455,-1,-1,-1,-249,-1,-1,resting,0.00,0,0,0,0,0
1779984268484,12677,382,-10269,58,-83,-127,resting,0.00,0,0,0,0,0
1779984268485,-1,-1,-1,-239,-1,-1,resting,0.00,0,0,0,0,0
1779984268486,-1,-1,-1,-252,-1,-1,resting,0.00,0,0,0,0,0
1779984268514,12011,437,-11057,-5,-97,-228,resting,0.00,0,0,0,0,0
1779984268546,12036,1027,-11133,-5,-88,-263,resting,0.00,0,0,0,0,0
1779984268556,-1,-1,-1,-248,-1,-1,resting,0.00,0,0,0,0,0
1779984268557,-1,-1,-1,-225,-1,-1,resting,0.00,0,0,0,0,0
1779984268558,12041,2403,-10860,131,-38,-214,resting,0.00,0,0,0,0,0
1779984268558,12049,2683,-5418,207,-25,-176,resting,0.00,0,0,0,0,0
1779984268579,-1,-1,-1,-245,-1,-1,resting,0.00,0,0,0,0,0
1779984268580,-1,-1,-1,-215,-1,-1,resting,0.00,0,0,0,0,0
1779984268580,11973,2070,-10980,384,16,-121,resting,0.00,0,0,0,0,0
1779984268604,12056,1978,-11055,407,25,-92,resting,0.00,0,0,0,0,0
1779984268605,12088,1549,-11186,412,33,-82,resting,0.00,0,0,0,0,0
1779984268609,12215,1065,-11125,388,35,-73,resting,0.00,0,0,0,0,0
1779984268634,-1,-1,-1,-222,-1,-1,resting,0.00,0,0,0,0,0
1779984268635,12497,726,-10755,239,10,-41,resting,0.00,0,0,0,0,0
1779984268636,12418,859,-10612,162,-15,-13,resting,0.00,0,0,0,0,0
1779984268669,-1,-1,-1,-206,-1,-1,resting,0.00,0,0,0,0,0
1779984268669,-1,-1,-1,-234,-1,-1,resting,0.00,0,0,0,0,0
1779984268670,-1,-1,-1,-252,-1,-1,resting,0.00,0,0,0,0,0
1779984268696,-1,-1,-1,-243,-1,-1,resting,0.00,0,0,0,0,0
1779984268697,-1,-1,-1,-230,-1,-1,resting,0.00,0,0,0,0,0
1779984268698,12055,976,-10750,-4,-72,59,resting,0.00,0,0,0,0,0
1779984268725,12115,1629,-10782,-123,-81,125,resting,0.00,0,0,0,0,0
1779984268726,-1,-1,-1,-221,-1,-1,resting,0.00,0,0,0,0,0
1779984268727,12130,3269,-11039,-121,-86,286,resting,0.00,0,0,0,0,0
1779984268754,-1,-1,-1,-242,-1,-1,resting,0.00,0,0,0,0,0
1779984268758,11983,2353,-11229,190,-62,370,resting,0.00,0,0,0,0,0
1779984268759,11675,824,-11210,243,-49,349,resting,0.00,0,0,0,0,0
1779984268784,11561,179,-11235,146,-27,346,resting,0.00,0,0,0,0,0
1779984268786,-1,-1,-1,-249,-1,-1,resting,0.00,0,0,0,0,0
1779984268787,-1,-1,-1,-247,-1,-1,resting,0.00,0,0,0,0,0
1779984268818,11949,1851,-10933,170,-9,403,resting,0.00,0,0,0,0,0
1779984268846,11816,751,-11341,339,19,374,resting,0.00,0,0,0,0,0
1779984268846,11717,-504,-11444,365,38,323,resting,0.00,0,0,0,0,0
1779984268847,11724,-784,-11545,275,55,300,resting,0.00,0,0,0,0,0
1779984268847,11746,-353,-11682,204,81,293,resting,0.00,0,0,0,0,0
1779984268848,11807,-6,-5710,187,103,273,resting,0.00,0,0,0,0,0
1779984268879,11792,-60,-11257,207,114,244,resting,0.00,0,0,0,0,0
1779984268880,11711,-339,-11226,236,125,221,resting,0.00,0,0,0,0,0
1779984268881,11715,-684,-11259,250,134,207,resting,0.00,0,0,0,0,0
1779984268912,11764,-956,-11678,239,165,186,resting,0.00,0,0,0,0,0
1779984268913,11838,-819,-11956,210,204,148,resting,0.00,0,0,0,0,0
1779984268913,11868,-478,-11699,185,232,114,resting,0.00,0,0,0,0,0
1779984268934,11828,50,-11124,212,251,102,resting,0.00,0,0,0,0,0
1779984268934,11892,175,-10785,306,266,95,resting,0.00,0,0,0,0,0
1779984268935,11986,-426,-10671,400,266,77,resting,0.00,0,0,0,0,0
1779984268971,12312,-893,-10557,436,268,56,resting,0.00,0,0,0,0,0
1779984268972,12577,-1157,-10166,429,249,35,resting,0.00,0,0,0,0,0
1779984268973,12646,-1557,-10037,398,214,22,resting,0.00,0,0,0,0,0
1779984268995,12760,-2376,-10353,331,196,-6,resting,0.00,0,0,0,0,0
1779984269001,12786,-2963,-10713,157,187,-48,resting,0.00,0,0,0,0,0
1779984269002,12695,-2361,-10764,-77,181,-80,resting,0.00,0,0,0,0,0
1779984269026,12564,-1205,-10615,-239,175,-92,resting,0.00,0,0,0,0,0
1779984269027,12372,-346,-10408,-289,169,-98,resting,0.00,0,0,0,0,0
1779984269028,12357,163,-10274,-250,165,-104,resting,0.00,0,0,0,0,0
1779984269054,12466,310,-10218,-167,167,-103,resting,0.00,0,0,0,0,0
1779984269054,12599,373,-10335,-81,175,-98,resting,0.00,0,0,0,0,0
1779984269055,12543,194,-10488,-25,178,-104,resting,0.00,0,0,0,0,0
1779984269084,12563,-109,-10477,-25,175,-103,resting,0.00,0,0,0,0,0
1779984269085,12637,-262,-10580,-69,179,-89,resting,0.00,0,0,0,0,0
1779984269086,12812,-131,-10459,-136,177,-84,resting,0.00,0,0,0,0,0
1779984269116,12852,253,-10103,-185,170,-91,resting,0.00,0,0,0,0,0
1779984269117,12685,933,-9701,-196,159,-90,resting,0.00,0,0,0,0,0
1779984269117,12710,1592,-9749,-128,160,-80,resting,0.00,0,0,0,0,0
1779984269145,12791,1527,-9843,9,160,-67,resting,0.00,0,0,0,0,0
1779984269146,12694,942,-10174,116,162,-54,resting,0.00,0,0,0,0,0
1779984269147,12785,411,-10124,142,160,-38,resting,0.00,0,0,0,0,0
1779984269176,12956,286,-10042,121,144,-15,resting,0.00,0,0,0,0,0
1779984269179,12942,218,-9881,106,122,10,resting,0.00,0,0,0,0,0
1779984269184,12962,545,-9780,117,112,46,resting,0.00,0,0,0,0,0
1779984269208,13114,577,-9574,148,97,89,resting,0.00,0,0,0,0,0
1779984269209,13137,412,-9650,191,81,139,resting,0.00,0,0,0,0,0
1779984269210,13077,-27,-9558,225,69,184,resting,0.00,0,0,0,0,0
1779984269237,13061,-445,-9612,240,57,205,resting,0.00,0,0,0,0,0
1779984269238,13016,-651,-9970,232,45,197,resting,0.00,0,0,0,0,0
1779984269239,13119,-501,-9684,207,26,186,resting,0.00,0,0,0,0,0
1779984269267,13089,-311,-9514,209,-1,177,resting,0.00,0,0,0,0,0
1779984269268,13045,-480,-9420,231,-15,171,resting,0.00,0,0,0,0,0
1779984269269,13093,-581,-9583,233,-23,156,resting,0.00,0,0,0,0,0
1779984269294,12958,-709,-9957,217,-30,131,resting,0.00,0,0,0,0,0
1779984269295,12861,-448,-10127,178,-32,114,resting,0.00,0,0,0,0,0
1779984269303,12733,-235,-10186,142,-39,109,resting,0.00,0,0,0,0,0
1779984269325,12656,-170,-10319,125,-40,117,resting,0.00,0,0,0,0,0
1779984269326,12619,32,-10456,126,-32,121,resting,0.00,0,0,0,0,0
1779984269327,12563,282,-10394,137,-24,129,resting,0.00,0,0,0,0,0
1779984269355,12779,749,-10204,187,-22,180,resting,0.00,0,0,0,0,0
1779984269359,12731,472,-10244,289,-19,232,resting,0.00,0,0,0,0,0
1779984269361,12604,-576,-10404,343,-9,258,resting,0.00,0,0,0,0,0
1779984269384,12805,-839,-10313,304,11,277,resting,0.00,0,0,0,0,0
1779984269384,13036,-919,-10115,254,27,287,resting,0.00,0,0,0,0,0
1779984269385,12787,-1189,-5029,226,28,299,resting,0.00,0,0,0,0,0
1779984269417,12470,-1045,-10298,193,22,298,resting,0.00,0,0,0,0,0
1779984269418,12225,-1049,-10557,195,22,280,resting,0.00,0,0,0,0,0
1779984269419,12325,-672,-10586,267,33,282,resting,0.00,0,0,0,0,0
1779984269443,12394,-922,-10624,391,46,258,resting,0.00,0,0,0,0,0
1779984269444,12379,-1598,-10424,482,50,245,resting,0.00,0,0,0,0,0
1779984269444,12561,-1757,-10117,526,58,241,resting,0.00,0,0,0,0,0
1779984269475,12722,-2092,-10001,557,63,224,resting,0.00,0,0,0,0,0
1779984269477,12741,-2278,-9958,548,60,212,resting,0.00,0,0,0,0,0
1779984269478,12764,-2318,-9745,500,46,223,resting,0.00,0,0,0,0,0
1779984269504,12888,-2314,-9568,436,33,243,resting,0.00,0,0,0,0,0
1779984269508,12981,-1924,-9525,386,21,238,resting,0.00,0,0,0,0,0
1779984269509,12934,-1599,-4835,412,9,220,resting,0.00,0,0,0,0,0
1779984269534,12791,-2163,-9520,478,1,221,resting,0.00,0,0,0,0,0
1779984269535,12562,-3047,-10412,512,7,221,resting,0.00,0,0,0,0,0
1779984269535,12493,-3157,-10538,459,21,201,resting,0.00,0,0,0,0,0
1779984269571,12695,-2998,-10363,421,31,159,resting,0.00,0,0,0,0,0
1779984269572,12706,-3464,-10115,406,21,101,resting,0.00,0,0,0,0,0
1779984269572,12513,-3223,-9778,348,0,54,resting,0.00,0,0,0,0,0
1779984269594,12483,-2186,-9861,317,-8,36,resting,0.00,0,0,0,0,0
1779984269594,12661,-1617,-9865,368,-11,60,resting,0.00,0,0,0,0,0
1779984269595,12782,-1863,-4994,454,-10,91,resting,0.00,0,0,0,0,0
1779984269626,12939,-2572,-9935,470,-2,108,resting,0.00,0,0,0,0,0
1779984269628,13111,-2882,-9652,385,-8,125,resting,0.00,0,0,0,0,0
1779984269630,13153,-2824,-4649,180,-55,153,resting,0.00,0,0,0,0,0
1779984269653,13029,-2676,-9492,111,-78,170,resting,0.00,0,0,0,0,0
1779984269657,12859,-2889,-9805,63,-104,184,resting,0.00,0,0,0,0,0
1779984269658,12648,-3180,-5060,24,-120,193,resting,0.00,0,0,0,0,0
1779984269685,12566,-3441,-9962,-28,-119,176,resting,0.00,0,0,0,0,0
