timestamp_ms,ax,ay,az,gx,gy,gz,label,temp_c,steps,bat_mv,bat_soc,hr_bpm,spo2_pct
1779914260622,-3027,8651,-13267,-78,3,-50,resting,0.00,0,0,0,0,0
1779914260623,-3133,8749,-13468,-129,12,-64,resting,0.00,0,0,0,0,0
1779914260623,-3218,8645,-13395,-202,17,-72,resting,0.00,0,0,0,0,0
1779914260644,-3092,8827,-13301,-273,21,-72,resting,0.00,0,0,0,0,0
1779914260645,-2988,9234,-13384,-351,21,-63,resting,0.00,0,0,0,0,0
1779914260645,-2962,9720,-13385,-374,27,-49,resting,0.00,0,0,0,0,0
1779914260677,-2863,9880,-13340,-338,37,-40,resting,0.00,0,0,0,0,0
1779914260679,-2790,9744,-13147,-265,43,-39,resting,0.00,0,0,0,0,0
1779914260680,-2731,9573,-13042,-197,52,-48,resting,0.00,0,0,0,0,0
1779914260707,-2683,9482,-13085,-139,50,-54,resting,0.00,0,0,0,0,0
1779914260714,-2669,9363,-13121,-84,46,-59,resting,0.00,0,0,0,0,0
1779914260714,-2725,9086,-13039,-60,36,-70,resting,0.00,0,0,0,0,0
1779914260736,-2732,8868,-12835,-64,19,-79,resting,0.00,0,0,0,0,0
1779914260739,-3007,8688,-12720,-96,-7,-87,resting,0.00,0,0,0,0,0
1779914260739,-3147,8738,-12672,-144,-19,-110,resting,0.00,0,0,0,0,0
1779914260763,-3190,8884,-12787,-212,-33,-134,resting,0.00,0,0,0,0,0
1779914260766,-3178,9016,-12880,-259,-42,-142,resting,0.00,0,0,0,0,0
1779914260767,-3251,9142,-12940,-287,-47,-144,resting,0.00,0,0,0,0,0
1779914260792,-3271,9279,-12888,-316,-45,-152,resting,0.00,0,0,0,0,0
1779914260793,-3324,9352,-12743,-333,-33,-163,resting,0.00,0,0,0,0,0
1779914260793,-3314,9324,-12665,-327,-24,-179,resting,0.00,0,0,0,0,0
1779914260823,-3378,9330,-12689,-349,0,-218,resting,0.00,0,0,0,0,0
1779914260824,-3542,9285,-12912,-371,-1,-258,resting,0.00,0,0,0,0,0
1779914260824,-3552,9507,-12898,-360,0,-270,resting,0.00,0,0,0,0,0
1779914260854,-3420,9601,-12827,-360,8,-280,resting,0.00,0,0,0,0,0
1779914260854,-3344,9563,-12947,-389,7,-284,resting,0.00,0,0,0,0,0
1779914260855,-3437,9437,-12794,-404,5,-274,resting,0.00,0,0,0,0,0
