timestamp_ms,ecg_raw
1777324101414,2458
1777324101416,2423
1777324101418,2382
1777324101420,2301
1777324101422,2237
1777324101424,2204
1777324101426,2230
1777324101428,2310
1777324101430,2381
1777324101432,2411
1777324101414,2601
1777324101416,2384
1777324101418,2390
1777324101420,2394
1777324101422,2300
1777324101424,2311
1777324101426,2317
1777324101428,2343
1777324101430,2355
1777324101432,2343
1777324101414,2310
1777324101416,2292
1777324101418,2288
1777324101420,2270
1777324101422,2243
1777324101424,2243
1777324101426,2300
1777324101428,2411
1777324101430,2493
1777324101432,2518
1777324101476,2530
1777324101478,2607
1777324101480,2486
1777324101482,2366
1777324101484,2385
1777324101486,2268
1777324101488,2305
1777324101490,2380
1777324101492,2417
1777324101494,2427
1777324101476,2404
1777324101478,2356
1777324101480,2332
1777324101482,2309
1777324101484,2280
1777324101486,2256
1777324101488,2287
1777324101490,2362
1777324101492,2427
1777324101494,2474
1777324101508,2697
1777324101510,2515
1777324101512,2555
1777324101514,2516
1777324101516,2340
1777324101518,2281
1777324101520,2283
1777324101522,2336
1777324101524,2373
1777324101526,2367
1777324101508,2362
1777324101510,2377
1777324101512,2373
1777324101514,2346
1777324101516,2327
1777324101518,2338
1777324101520,2405
1777324101522,2503
1777324101524,2563
1777324101526,2558
1777324101540,2526
1777324101542,2556
1777324101544,2381
1777324101546,2375
1777324101548,2270
1777324101550,2272
1777324101552,2341
1777324101554,2452
1777324101556,2536
1777324101558,2551
1777324101540,2483
1777324101542,2377
1777324101544,2309
1777324101546,2261
1777324101548,2204
1777324101550,2195
1777324101552,2246
1777324101554,2343
1777324101556,2440
1777324101558,2492
1777324101603,2707
1777324101605,2492
1777324101607,2528
1777324101609,2546
1777324101611,2424
1777324101613,2367
1777324101615,2306
1777324101617,2270
1777324101619,2239
1777324101621,2207
1777324101603,2185
1777324101605,2183
1777324101607,2185
1777324101609,2169
1777324101611,2162
1777324101613,2204
1777324101615,2286
1777324101617,2380
1777324101619,2437
1777324101621,2435
1777324101603,2431
1777324101605,2483
1777324101607,2296
1777324101609,2242
1777324101611,2094
1777324101613,2094
1777324101615,2149
1777324101617,2239
1777324101619,2323
1777324101621,2361
1777324101635,2367
1777324101637,2344
1777324101639,2296
1777324101641,2235
1777324101643,2183
1777324101645,2177
1777324101647,2199
1777324101649,2245
1777324101651,2285
1777324101653,2279
1777324101635,2439
1777324101637,2184
1777324101639,2199
1777324101641,2209
1777324101643,2072
1777324101645,2023
1777324101647,2032
1777324101649,2107
1777324101651,2185
1777324101653,2235
1777324101699,2271
1777324101701,2298
1777324101703,2308
1777324101705,2276
1777324101707,2197
1777324101709,2141
1777324101711,2140
1777324101713,2182
1777324101715,2219
1777324101717,2220
1777324101699,2251
1777324101701,2362
1777324101703,2276
1777324101705,2298
1777324101707,2200
1777324101709,2141
1777324101711,2113
1777324101713,2118
1777324101715,2142
1777324101717,2164
1777324101731,2170
1777324101733,2127
1777324101735,2077
1777324101737,2040
1777324101739,2006
1777324101741,1996
1777324101743,2015
1777324101745,2041
1777324101747,2058
1777324101749,2043
1777324101731,2245
1777324101733,2055
1777324101735,2126
1777324101737,2151
1777324101739,1996
1777324101741,1945
1777324101743,1916
1777324101745,1947
1777324101747,1982
1777324101749,2005
1777324101762,1994
1777324101764,1954
1777324101766,1940
1777324101768,1949
1777324101770,1961
1777324101772,2014
1777324101774,2113
1777324101776,2252
1777324101778,2369
1777324101780,2408
1777324101762,2389
1777324101764,2527
1777324101766,2329
1777324101768,2259
1777324101770,2244
1777324101772,2156
1777324101774,2189
1777324101776,2246
1777324101778,2300
1777324101780,2336
1777324101762,2342
1777324101764,2307
1777324101766,2268
1777324101768,2219
1777324101770,2157
1777324101772,2113
1777324101774,2105
1777324101776,2164
1777324101778,2261
1777324101780,2349
1777324101827,2635
1777324101829,2542
1777324101831,2686
1777324101833,2717
1777324101835,2885
1777324101837,2942
1777324101839,3154
1777324101841,3427
1777324101843,3758
1777324101845,4052
1777324101827,4095
1777324101829,4095
1777324101831,4095
1777324101833,4095
1777324101835,4063
1777324101837,3758
1777324101839,3396
1777324101841,3067
1777324101843,2764
1777324101845,2480
1777324101860,2303
1777324101862,2266
1777324101864,2032
1777324101866,1973
1777324101868,1799
1777324101870,1762
1777324101872,1809
1777324101874,1924
1777324101876,2069
1777324101878,2194
1777324101860,2269
1777324101862,2279
1777324101864,2294
1777324101866,2320
1777324101868,2329
1777324101870,2347
1777324101872,2370
1777324101874,2408
1777324101876,2421
1777324101878,2412
1777324101928,2599
1777324101930,2380
1777324101932,2419
1777324101934,2455
1777324101936,2359
1777324101938,2362
1777324101940,2403
1777324101942,2480
1777324101944,2575
1777324101946,2610
1777324101928,2584
1777324101930,2541
1777324101932,2519
1777324101934,2518
1777324101936,2496
1777324101938,2483
1777324101940,2525
1777324101942,2611
1777324101944,2676
1777324101946,2705
1777324101962,2776
1777324101964,2899
1777324101966,2754
1777324101968,2734
1777324101970,2566
1777324101972,2500
1777324101974,2507
1777324101976,2600
1777324101978,2722
1777324101980,2798
1777324101962,2817
1777324101964,2800
1777324101966,2779
1777324101968,2743
1777324101970,2692
1777324101972,2670
1777324101974,2693
1777324101976,2770
1777324101978,2832
1777324101980,2821
1777324101962,2977
1777324101964,2716
1777324101966,2714
1777324101968,2728
1777324101970,2620
1777324101972,2635
1777324101974,2700
1777324101976,2811
1777324101978,2926
1777324101980,3001
1777324101996,3025
1777324101998,3009
1777324102000,2972
1777324102002,2922
1777324102004,2839
1777324102006,2776
1777324102008,2765
1777324102010,2824
1777324102012,2942
1777324102014,3025
1777324101996,3113
1777324101998,3248
1777324102000,3149
1777324102002,3196
1777324102004,3051
1777324102006,3016
1777324102008,3012
1777324102010,3061
1777324102012,3157
1777324102014,3233
1777324102061,3277
1777324102063,3296
1777324102065,3311
1777324102067,3303
1777324102069,3251
1777324102071,3215
1777324102073,3243
1777324102075,3311
1777324102077,3366
1777324102079,3362
1777324102061,3538
1777324102063,3287
1777324102065,3299
1777324102067,3314
1777324102069,3200
1777324102071,3217
1777324102073,3265
1777324102075,3334
1777324102077,3412
1777324102079,3444
1777324102094,3438
1777324102096,3397
1777324102098,3336
1777324102100,3258
1777324102102,3132
1777324102104,2999
1777324102106,2923
1777324102108,2919
1777324102110,2955
1777324102112,2976
1777324102094,3016
1777324102096,3137
1777324102098,2973
1777324102100,2941
1777324102102,2807
1777324102104,2707
1777324102106,2701
1777324102108,2744
1777324102110,2786
1777324102112,2779
1777324102126,2762
1777324102128,2747
1777324102130,2721
1777324102132,2686
1777324102134,2639
1777324102136,2631
1777324102138,2659
1777324102140,2707
1777324102142,2728
1777324102144,2707
1777324102126,2863
1777324102128,2627
1777324102130,2630
1777324102132,2633
1777324102134,2521
1777324102136,2535
1777324102138,2586
1777324102140,2665
1777324102142,2752
1777324102144,2791
1777324102126,2765
1777324102128,2686
1777324102130,2616
1777324102132,2596
1777324102134,2590
1777324102136,2590
1777324102138,2602
1777324102140,2629
1777324102142,2645
1777324102144,2629
1777324102190,2603
1777324102192,2772
1777324102194,2617
1777324102196,2531
1777324102198,2567
1777324102200,2429
1777324102202,2417
1777324102204,2461
1777324102206,2523
1777324102208,2573
1777324102190,2619
1777324102192,2647
1777324102194,2659
1777324102196,2650
1777324102198,2617
1777324102200,2576
1777324102202,2533
1777324102204,2524
1777324102206,2550
1777324102208,2542
1777324102221,2704
1777324102223,2472
1777324102225,2501
1777324102227,2541
1777324102229,2447
1777324102231,2407
1777324102233,2432
1777324102235,2533
1777324102237,2650
1777324102239,2713
1777324102283,2730
1777324102285,2720
1777324102287,2696
1777324102289,2647
1777324102291,2579
1777324102293,2523
1777324102295,2470
1777324102297,2437
1777324102299,2461
1777324102301,2510
1777324102283,2584
1777324102285,2689
1777324102287,2544
1777324102289,2526
1777324102291,2455
1777324102293,2450
1777324102295,2516
1777324102297,2621
1777324102299,2717
1777324102301,2743
1777324102283,2706
1777324102285,2653
1777324102287,2608
1777324102289,2545
1777324102291,2470
1777324102293,2411
1777324102295,2395
1777324102297,2428
1777324102299,2507
1777324102301,2578
1777324102315,2796
1777324102317,2589
1777324102319,2613
1777324102321,2614
1777324102323,2526
1777324102325,2490
1777324102327,2519
1777324102329,2595
1777324102331,2669
1777324102333,2688
1777324102315,2672
1777324102317,2659
1777324102319,2635
1777324102321,2606
1777324102323,2535
1777324102325,2470
1777324102327,2461
1777324102329,2516
1777324102331,2590
1777324102333,2646
1777324102315,2708
1777324102317,2794
1777324102319,2667
1777324102321,2666
1777324102323,2576
1777324102325,2530
1777324102327,2545
1777324102329,2580
1777324102331,2611
1777324102333,2631
1777324102347,2644
1777324102349,2659
1777324102351,2671
1777324102353,2669
1777324102355,2633
1777324102357,2595
1777324102359,2589
1777324102361,2624
1777324102363,2661
1777324102365,2647
1777324102347,2764
1777324102349,2529
1777324102351,2543
1777324102353,2560
1777324102355,2483
1777324102357,2490
1777324102359,2526
1777324102361,2594
1777324102363,2671
1777324102365,2709
1777324102410,2708
1777324102412,2691
1777324102414,2671
1777324102416,2656
1777324102418,2613
1777324102420,2543
1777324102422,2513
1777324102424,2543
1777324102426,2603
1777324102428,2644
